160138	2.728181698053465
160139	3.598081418704302
160151	4.2672048581360835
160134	3.319485654648769
160160	3.587205215596146
160128	3.8503645778514812
160161	3.4588056375719756
160133	2.861043236839473
160206	3.336457794304615
160162	3.4914206393019334
160203	2.5846531417673306
160210	3.873752882721207
160211	3.2983773925327315
160164	3.301261766362979
160214	3.754752224106002
160221	3.4623060119448787
160223	2.9836540627674792
160225	2.816050247001622
160222	2.997422624947559
160224	3.4881943841976324
160275	2.839432831594702
160281	3.060885861575262
160280	2.9103318454060365
160284	3.0963562504156834
160286	2.971047970679973
160285	3.1078351974716183
160287	3.2320086979337157
160288	4.844193456164773
160289	2.762429636559489
160290	2.928539699621584
160291	2.415528782869116
160297	2.7199660785305775
160300	3.578389942448345
160299	2.2617998465638163
160301	2.8634792620501286
160306	2.781463335685904
160312	3.1925807119143976
160315	3.412341479822037
160313	3.3242288042696653
160316	3.4266882503124285
CB51	3.9428879364256644
CB52	3.0777849640572432
CB61	3.9417914033947916
CB62	3.1252854088030295
CB68	3.056426627419278
CB69	2.8289613437820567
CB63	2.206860690735283
CB70	2.9903128386741105
CB71	3.3238812141646066
CB74	2.8524900510489037
CB78	3.3309234457258663
CB75	2.5064287579616225
CB83	3.1307150628387395
CB87	2.6907509152131057
CB88	2.7513979100917134
CB89	2.8930441138400367
CB90	2.880205780809839
CB92	2.993403972908393
CB93	3.041233609528417
PM100	3.8388082773435714
PM51	3.3382331542691746
CB94	3.4189734932783047
PM53	3.2858924805254275
PM54	3.0703421007505636
PM58	2.5401110007855956
PM60	2.19140361047838
PM63	4.095104523405283
PM73	3.390823309905032
PM62	2.8853311194345106
PM67	3.8416182786752593
PM74	2.8973532625872545
PM76	3.092389943104562
PM84	3.363917834821215
PM82	2.132388058083918
PM86	2.828129746801098
PM92	2.8036190633730933
PM87	2.9508056157591285
PM93	4.172427812302478
PM95	3.3974065077056643
PM97	3.309595489632319
417825	3.2478253620549142
417831	2.6284692260167857
417767	2.829656819035345
417829	3.467063922626475
417828	3.0540510479064826
417830	2.6419294184857054
417824	4.1510402384123815
417832	3.9245964412864356
417835	3.0812641843435022
417842	2.919578097778492
417840	3.820352070539084
417846	2.764747476632473
417847	3.029600053492344
417848	1.61322239835593
417849	2.6298606432511367
417851	3.0145742118946077
417854	2.341910418468555
417861	2.3679271751961743
418727	3.8623056273713665
418730	4.30699706096052
418852	3.3150977751575343
418854	2.648902860477368
418858	2.718050288190666
418861	3.7950011880956094
418859	4.178939193797538
418863	3.949363523588471
418869	3.873397260320173
418870	3.944450490144664
418944	3.4735517451787015
418878	4.467088717698454
418962	3.7223287753394105
418977	3.8324943280557493
418997	2.937355180062647
418990	3.467041103835044
418998	3.149666041779644
419004	3.5429743095508455
419002	3.4623731317227384
419007	3.0864865400300854
419011	3.473592524723149
419014	4.073001248543851